岗位,命中关键词,地点,发布时间,URL,JD
一镜数字人直播PaaS与商业化产品经理（J101006）,AI,"北京市,上海市",2026-06-22,https://talent.baidu.com/jobs/detail/SOCIAL/0080849f-d89e-4c33-b421-29fbcc537c41,"-PaaS平台建设：主导AI数字人直播PaaS平台的产品规划、架构设计及落地，提升API市场占有率
-商业化闭环：设计分层定价模型、GTM策略及销售通路，实现从能力输出到营收增长的全链路变现
-生态协同：推动三方数据与体验闭环，提升平台粘性与商业价值
-2年以上B端/SaaS/PaaS产品经验
-主导平台型产品（API/SDK方向）从0到1建设并商业化落地的成功案例
-独立设计过付费产品的定价、商业模式及GTM策略，有实际营收增长结果
-头部厂商背景API/SDK方向
-AI数字人/音视频领域PaaS和商业化双重经验，洞悉行业逻辑"
产品经理（J100962）,AI,北京市,2026-06-18,https://talent.baidu.com/jobs/detail/SOCIAL/7cc6a8b2-24af-4f83-8b58-72eca83dcfb9,"-负责文心助手内的功能设计，从用户视角出发，优化用户使用体验
-主导端核心功能的产品定义和落地，协同策略、设计、研发等团队，完成功能落地
-以用户体验和数据为驱动力，推动整体规模和用户满意度等增长
-持续研究国外内AI产品，关注行业趋势，提出产品优化和创新方向
-3年以上C端产品经验，有AI产品经验者优先
-对大模型、多模态等方向有较强兴趣和理解，能判断模型能力边界及转化为产品策略
-具备较强的数据分析和效果评估意识，可以推动持续迭代
-有优秀的跨团队协同和项目推进能力，能在多角色协作环境中推动项目落地"
Iaas计算产品经理（J100956）,AI、Agent,北京市,2026-06-18,https://talent.baidu.com/jobs/detail/SOCIAL/db85e2df-a2ce-4b72-a39b-40a130778601,"-负责IaaS计算产品（云服务器、轻量应用服务器等）产品功能的规划、设计、迭代，制定产品发展路线图并推动落地
-跟踪行业及头部云厂商竞品动态，定期输出竞品分析，挖掘产品差异化优势，为产品迭代和策略优化提供依据
-与技术研发团队紧密合作，撰写高质量的产品需求文档（PRD），跟进产品设计、开发、测试及上线全过程，确保产品按时高质量交付
-与售前、销售和售后部门密切配合，跟踪完成产品的整个接入、使用和客户答疑
-探索AI Agent在云服务器产品中的落地与场景赋能，持续优化产品能力
-计算机、软件工程、通信、人工智能或相关专业本科及以上学历，具备1-3年云计算、虚拟化或相关领域的IaaS产品经理工作经验
-熟悉主流公有云厂商（如AWS、Azure、阿里云、腾讯云等）的计算产品架构与服务体系，对云服务器、容器、Serverless等技术有深入理解
-具备优秀的数据分析、逻辑思维和需求挖掘能力，能够独立完成市场调研、竞品分析和产品功能设计
-出色的沟通协作与项目管理能力，能够高效协同技术、设计、市场、销售等多部门资源，推动项目快速落地
-以结果为导向，具备强烈的责任心和自驱力
-掌握AI Agent基础原理与应用场景，能够熟练使用或搭建轻量化AI Agent工具，可将其落地应用在产品日常工作，有效提升工作效率与迭代质量"
IaaS异构计算产品经理（J100957）,AI,北京市,2026-06-18,https://talent.baidu.com/jobs/detail/SOCIAL/5a935bc7-9fd6-4aa9-bc37-799efd3d8079,"-负责IaaS异构计算产品规划与建设，包括 GPU 云服务器、AI 训练/推理算力、弹性裸金属、加速卡资源池、高性能网络与存储协同等方向
-协同研发、架构、资源、运维、售前、销售等团队，推动异构算力从资源引入、容量规划、产品化到上线运营的全流程落地
-负责产品竞争力分析，跟踪主流公有云厂商、GPU/AI 芯片、虚拟化、容器、调度、RDMA 网络等技术与市场趋势，形成产品策略
-支持重点客户项目，输出解决方案、产品文档、销售材料和交付规范，提升异构计算产品在行业客户中的规模化复制能力
-本科及以上学历，计算机、通信、电子、软件工程等相关专业优先
-2年以上云计算、基础设施、AI 算力、GPU 服务器、容器平台或高性能计算相关产品经验
-熟悉公有云 IaaS 产品体系，对云服务器、裸金属、虚拟化、网络计费等基础能力有系统理解
-了解异构计算相关技术与生态，包括 GPU、RDMA、AI 框架、模型训练与推理场景等
-具备较强的产品抽象能力和项目推动能力，能够把复杂技术能力转化为清晰的产品规格、用户流程和商业方案。具备良好的数据分析、竞品分析、文档表达和跨团队协作能力。对 AI 基础设施、公有云算力产品和大模型产业趋势有持续关注和判断力"
AI产品经理（J100867）,AI,"深圳市,新加坡",2026-06-16,https://talent.baidu.com/jobs/detail/SOCIAL/389a3de8-ab85-4030-9ecb-efcfc9451a83,"-负责海外 AI 产品的规划、功能设计，确保产品满足市场需求和业务目标
-深入理解AI相关的技术原理，持续跟踪前沿动态，结合国际化AI能力，确保产品从概念到实现的高效落地
-进行市场和行业调研，分析竞品，挖掘用户需求，制定产品策略及发展计划
-持续追踪及分析产品关键指标，通过数据驱动产品迭代
-本科及以上学历，2年以上产品工作经验，有海外产品工作经验优先
-具备产品规划、需求分析和项目管理的能力，能够有效地协调多个团队合作
-有AI或相关领域经验优先，对创新业务模式有敏锐洞察
-具备良好的英语沟通能力，能够与跨国团队合作和与海外用户进行有效的沟通"
大模型高级AI产品经理（J100663）,AI,北京市,2026-06-15,https://talent.baidu.com/jobs/detail/SOCIAL/2bdc6bd4-52bd-4b80-b0f6-7df7e5af78d5,"-负责全公司大模型的业务需求承接
-负责大模型技术的全产品研发过程以及迭代推动
-负责大模型的产品需求和行业趋势，提出技术和产品迭代优化方向
-优化技术迭代和产品交付效率，持续提升技术交付水平
-跟进市场动态，持续关注大模型领域的竞争对手动态，为产品优化与创新提供支撑
-有过相关大模型技术项目推动经验，对大模型技术和业务有着深入了解
-有过一定的带团队经验，具备较强的任务组织、拆解、协调能力
-具有良好的沟通表达能力，能够抓住重点
-抗压能力和执行力强
-有owner意识，对负责模块的效果把控具有主动性"
垂类AI工具产品经理（J100860）,AI,北京市,2026-06-15,https://talent.baidu.com/jobs/detail/SOCIAL/a16f1853-15b0-4ba7-afd6-b9f3f0d5c222,"- 定义多模态工具产品（图片、视频、文档）的产品矩阵与演进路径
- 识别内容营销、媒资、电商等重点行业的核心工作流痛点，制定行业化落地策略
- 跟踪多模态 AI 领域前沿进展（图像生成、视频理解、文档解析等），判断技术落地时机
- 主导图片美化、视频处理、文档智能等核心工具产品的需求定义与体验设计
- 深度参与对接 AI 应用能力，推动外部 AI 能力的产品化集成
- 建立多模态产品的核心指标体系，对工具使用率、行业渗透率、商业转化负责
- 推动周级敏捷迭代，管理多条产品线并行交付
- 主导重点行业（内容营销、媒资、电商、AI 影视）的深度调研与需求挖掘
- 参与标杆客户共创，将客户工作流抽象为可复制的标准化产品方案
- 与 SA 团队协同，将工具能力转化为行业解决方案并支持销售转化
- 管理 3-5 名产品经理，覆盖图像、视频、文档三大方向
- 建立团队对行业、技术、客户的综合洞察能力
- 向高层输出清晰的产品战略判断与进展汇报
- 本科及以上学历，5 年以上产品经验，其中 2 年以上多模态/AI 工具类产品负责经历
- 有图像、视频、文档中至少两个方向的完整产品操盘经验（如剪映、可画、搞定设计等）
- 技术理解力：能读懂多模态 AI 的能力边界，准确判断「能做什么、做到什么程度」
- 行业敏锐度：对内容生产行业的工作流有深度认知，不依赖用户访谈才能识别核心痛点
- 商业判断：能将 AI 能力与客户付费意愿挂钩，定义合理的商业化路径
- 整合能力：能协调内部研发与外部 AI 能力，推动复杂集成项目落地
- 产品力：对工具类产品的交互体验有较高审美与判断标准
- 跨界视野：既懂 C 端工具体验，又能适配 B 端组织采购与交付逻辑"
SaaS产品经理（J100859）,AI、Agent,北京市,2026-06-15,https://talent.baidu.com/jobs/detail/SOCIAL/72e8692c-78d6-4640-8c88-1d9d0e444c74,"- 制定 SaaS 产品的 3 年战略路径，清晰定义在企业协同赛道的差异化竞争位置
- 具备独立的市场判断能力，能在强竞品环境下识别并抓住突破口
- 主导重点行业（内容营销、教育、媒资等）的产品化解决方案定义，推动规模化复制
- 负责 SaaS 产品的完整产品体系设计：组织架构、权限模型、协作流程、数据安全、AI 集成
- 主导与 Genflow、多模态工具链的深度产品融合，定义 AI 原生的企业协同工作流
- 建立 B 端产品的核心指标体系，对激活率、留存、付费转化及 NPS 负责
- 深度参与 B 端商业化路径设计，理解销售漏斗、定价策略与行业解决方案的商业闭环
- 与 SA 团队、市场团队协同，将产品能力转化为可销售的行业方案与标杆案例
- 主导标杆客户的产品共创，提炼行业 SOP 并推动产品标准化落地
- 管理 5 人以上产品团队，建立从调研→策略→设计→交付的完整产品体系
- 识别并培养核心产品人才，推动团队能力快速跃迁
- 向高层进行高质量战略汇报，具备影响跨职能资源的能力
- 本科及以上学历，有 3 年以上 B 端产品负责人经验
- 有完整的企业级产品从 0→1 并规模化增长的操盘经历
- 优先：来自头部企业协同或 SaaS 产品的核心产品负责人
- 优先：有企业存储、内容管理、知识协作类产品的深度经验
- 优先：具备 AI Agent / LLM 与企业工作流结合的产品落地经验
- 优先：有内容营销、教育、媒资等行业的 B 端深耕背景"
AI产品经理（J100866）,AI,新加坡,2026-06-15,https://talent.baidu.com/jobs/detail/SOCIAL/5c5354c1-64ec-49e5-84bf-25beb5d846be,"-负责国际化输入法上的AI 功能规划、设计及实施，确保产品满足市场需求和业务目标
-深入理解AI相关的技术原理，持续跟踪前沿动态，结合国际化AI能力，确保产品从概念到实现的高效落地
-建立有效的产品数据飞轮，拆解归因用户行为数据，指导产品迭代创新
-进行市场和行业调研，分析竞品，挖掘用户需求，制定产品策略及发展计划
-持续追踪及分析产品关键指标，通过数据驱动产品迭代
-本科及以上学历，计算机、人工智能、数学等相关专业优先
-有AI或相关领域经验优先，对创新业务模式有敏锐洞察
-对大模型技术有深入的理解，包括其原理、应用和商业潜力
-对AI技术的发展趋势有敏锐的洞察力，能够预测市场变化并制定相应的产品策略
-优秀的团队协作及项目管理能力，能够有效沟通并推动项目进展
-优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情"
AI产品经理（J100616）,AI,"深圳市,新加坡",2026-06-10,https://talent.baidu.com/jobs/detail/SOCIAL/ceb7d9ad-295e-4a9f-a53d-7cb856e720dc,"-负责参与国际化各产品的AIGC产品能力落地，以及AI 语音输入法核心能力建设，市场调研，跟进产品开发迭代，协同设计、研发、运营等团队推动方案落地
-深度了解并挖掘AI产品所重点深耕国家用户需求，构建市场差异化竞争优势，探索新的增长点，牵引产品体验升级，提升产品数据指标
-紧密协调并推动投放、技术、市场等部门成员，完成产品设计、开发、运营全流程管理，为产品目标负责
-根据市场反馈和产品运营数据，持续改善优化产品，提升产品数据指标
-本科及以上学历，有日本或美国留学/生活经验优先
-3年以上AI产品经验，有海外C 端产品经验，熟悉欧美 / 日本市场用户习惯者优先
-熟悉 AI 语音输入相关技术，能够和算法团队高效对齐方案优先
-对AI技术前沿有敏锐的洞察力，熟悉AIGC，人工智能大模型，喜欢挑战和尝试，逻辑思维严谨，对用户体验敏感
-数据意识好，动手分析能力强，善于通过数据发现问题本质；对产品运营有深入研究，善于结合用户及场景，灵活设计产品方案
-高度的责任心和抗压能力，靠谱尽责，善于跨团队协作"
AI 产品经理（C 端影像 / 图像智能方向）（J100547）,AI,北京市,2026-06-10,https://talent.baidu.com/jobs/detail/SOCIAL/c930faf2-24d5-42e7-8ead-1b46161c4f0e,"- AI 影像场景规划：负责图像工具类产品在 AIGC、多模态理解、智能搜索、图像管理、AI 编辑等方向的场景探索与产品规划，识别高价值用户需求并输出可落地方案
- C 端产品体验落地：围绕用户照片、视频、截图、创作素材等个人影像资产，设计从检索、整理、理解到生成、编辑、分享的完整产品体验，提升用户使用效率、留存与内容消费深度
- 模型能力产品化：协同算法、研发团队推动 LLM、CV、多模态模型在具体业务场景中的工程化落地，制定效果评估标准、体验验收口径与迭代优先级，平衡模型效果、成本与用户体验
- 数据驱动迭代：负责 AI 功能从需求、原型、上线到复盘的全生命周期管理，通过用户反馈、数据分析和 A/B 测试持续优化核心指标，包括渗透率、使用频次、留存、转化与用户满意度
- 经验背景：本科及以上学历，3-5 年互联网 C 端产品经验，有相册、图像工具、内容社区、搜索推荐、智能硬件、创作工具或 AIGC 产品经验者优先
- 行业理解：关注图像与 AI 行业发展，了解云相册、AI 修图、图像生成、视频生成、智能检索、内容理解等典型赛道和用户需求，对国内外主流产品有持续研究
- AI 实操能力：具备 AI 工具的实际使用经验，了解行业发展及AI工具能力边界，能将工具体验转化为产品判断和落地方案
- 综合能力：具备强用户洞察、数据分析、逻辑拆解和跨团队推动能力，能在快速变化的 AI 技术环境中持续学习，并把技术机会转化为清晰、可靠、可验证的 C 端产品价值"
产品经理（数据及商业化）-百度网盘（J81006）,AI,北京市,2026-06-03,https://talent.baidu.com/jobs/detail/SOCIAL/61a02cfd-e027-47a9-b33d-8d227eb3c722,"-深度挖掘和提炼百度文库产品的行业和用户价值，构建具备差异化的优势的市场传播策略
-深入分析行业市场趋势与用户需求变化，动态调整市场策略提升品牌价值和行业市场认知，强化文库产品的领先身位和心智
-紧密协同业务团队，确保核心KM持续覆盖和传播
-结合行业洞察、用户需求，高质量传播内容
-本科及以上学历，2年以上工作经验
-具备丰富的市场经验和成功案例（互联网AI产品市场、PR、运营经验优先，同时具备B端行业资源和经验更佳）
-具有敏锐的市场洞察力，熟悉主流AI技术与应用的市场传播策略和最新进展并能高效与工作结合
-具备强的自驱力，以结果为导向，在工作中积极主动推动目标达成"
DuMate效果评测产品经理（J100354）,AI、Agent,北京市,2026-06-03,https://talent.baidu.com/jobs/detail/SOCIAL/ed67a452-d65b-4be1-9b5c-3bb1ab3cb5a2,"- 负责搭建执行类Agent评测体系，制定长程任务评测标准、测试用例及流程，牵头完成策略效果的量化评估与迭代优化，输出评测报告并推动问题整改
- 深入理解Agent长程任务的核心痛点，结合业务场景，设计合理的策略解决方案，优化任务完成率、记忆连贯性及成本控制等关键指标
- 负责核心内置skill的建设，包括但不限于office三件套、生图生视频、浏览器自动化等，设计skill的功能逻辑、调用策略及迭代方案，联动相关团队完成内置skill的开发、上线与效果复盘，丰富产品核心能力
- 联动算法、工程、测试等跨部门团队，清晰传递策略需求与业务目标，协同推进策略落地，解决研发过程中的技术与体验难题，确保项目按时交付
- 跟踪Agent技术前沿动态（如OpenClaw、Hermes Agent等相关框架）及行业竞品策略，挖掘差异化优势，输出策略优化建议与产品规划方案，支撑产品的核心竞争力构建
- 本科及以上学历，计算机、人工智能、软件工程、数据科学等相关专业优先，3年及以上策略或评测产品经理工作经验，有AI、Agent、大模型相关产品评测经验者优先
- 具备扎实的策略产品思维，熟悉策略设计、落地及优化全流程，能独立完成策略方案撰写、需求拆解及效果复盘，具备数据驱动的策略优化能力
- 优先考虑有Openclaw类Agent长程任务评测经验者，熟悉Openclaw等Agent框架的核心特性，了解长程任务评测的核心维度及方法，能独立搭建评测体系
- 具备优秀的逻辑思维、问题分析及跨团队协作能力，能快速响应业务需求，抗压性强，有较强的自驱力和创新意识"
DuMate产品经理（J100378）,AI、Agent,北京市,2026-06-01,https://talent.baidu.com/jobs/detail/SOCIAL/dab60caf-fe97-4b19-b513-c1a2c4143d48,"-产品规划与生态建设：主导DuMate产品规划，构建工具、技能、专家套件的完整生态体系，深入挖掘用户场景与需求，设计产品功能架构并推动落地迭代
-市场洞察与用户研究：跟踪AI助手、智能体平台领域动态，分析竞品策略与行业趋势，建立用户反馈机制，通过定性定量研究洞察痛点与机会
-跨团队协同与项目推进：协调技术、设计、运营等多方资源保障产品高效交付，支持销售与市场团队推动智能体与工具的推广落地
-数据驱动与效果优化：定义并跟踪产品核心指标，建立数据监控与分析体系，基于业务数据持续提升产品性能与用户体验
-本科及以上学历，计算机、软件工程、人工智能相关专业优先；3年以上产品经验，有智能体搭建平台、开放平台、垂类Agent建设经验者优先
-熟悉AI助手类产品，了解主流大模型能力边界与应用场景，关注前沿AI工具与技术创新；具备优秀的需求分析、产品设计与项目推动能力
-熟练使用Axure、Figma等产品设计工具，产品文档功底扎实；了解云计算服务（IaaS/PaaS）及其商业模式，具备平台型产品思维
-加分项：有开发者平台、开放生态建设经验；有AI工具、智能体产品从0到1经验；具备技术背景或编程能力"
