岗位,命中关键词,地点,发布时间,URL,JD
蚂蚁数字科技-数字科技线-AI智能体产品经理,AI、Agent,上海 / 杭州,2026-07-02T05:46:03.000+00:00,https://talent.antgroup.com/off-campus-position/26010808288515,"1. 基于Agentar智能体研发平台，深入特定行业场景（如金融、泛能源、企业服务等），挖掘业务需求并设计行业专属智能体解决方案，实现平台能力的商业落地与价值转化；
2. 行业需求挖掘：深入金融、能源等行业，与客户、业务团队沟通，拆解业务流程中的痛点（如客户咨询效率低、业务办理繁琐），提炼智能体可落地的场景需求；
3. 场景化产品设计：基于Agentar平台能力，设计行业智能体的解决方案，包括对话流程、功能模块、交互逻辑、业务规则等，输出场景化PRD、原型与交互方案，确保智能体满足行业合规要求与用户体验；
4. 项目落地与运营：跟进行业智能体项目的落地全流程，协调研发、实施团队完成定制化开发，参与用户测试与上线验收；上线后通过用户反馈与数据优化智能体的业务效果（如问题解决率、用户满意度）；
5. 行业解决方案沉淀：总结行业智能体的落地经验，沉淀标准化解决方案模板（如银行智能客服、政务办事助手），提升同类场景的交付效率，形成行业标杆案例；
6. 商业价值转化：参与行业客户的需求沟通与方案宣讲，将产品能力转化为客户价值，支撑销售团队完成商业合作，提升平台在目标行业的市场渗透率。
1. 5年以上商业化产品经理工作经验，有ToB 产品经验者优先。深耕金融、能源、零售等行业至少1个，熟悉该行业业务形态和业务；
2. 有AI相关的产品工作经验（AI中台、场景智能体等均可），对行业趋势有深刻的见解，熟悉领域内领先公司的业务和产品；
3. 出色的沟通能力，擅长团队协作，可以协同多方资源（含客户）推动产品的落地，具有客户资源者优先；
4. 具备良好的商业sense及行业敏感度，热衷创新和突破，具备强跨部门沟通及协作能力，有很强的责任心和ownership，能够高效推进落地并取得业绩结果；
5. 具备英文表达能力和书面文案能力更佳。"
蚂蚁数字科技-数字科技线-金融AI产品经理,AI,杭州,2026-06-30T14:55:15.000+00:00,https://talent.antgroup.com/off-campus-position/25071705788515,"1. 产品规划与设计：负责金融业务智能体的产品规划，结合客户侧业务场景设计和规划功能迭代；
2. 需求分析与协作：协调研发、测试、业务团队，推进产品开发周期，确保高质量交付，并跟踪产品上线后的运营数据推进优化；
3. 行业研究与竞品分析：分析AI在金融行业的政策及竞品动态，制定差异化竞争策略，保持平台技术及服务的领先性。
1. 本科及以上学历，3年以上产品工作经验，有银行、保险、基金、证券、互金行业经验、有ToB 产品经验者优先；
2. 具备抗压能力，有能力独立面对多家合作方并行沟通，乐于接受高强度工作挑战，始终保持积极乐观的心态；
3. 对AI技术（如大语言模型）在金融领域的应用有一定了解者优先。"
网商银行-AI评测产品经理-杭州,AI、Agent,杭州,2026-06-26T03:47:52.000+00:00,https://talent.antgroup.com/off-campus-position/260626010639761,"1、理解、研究用户和业务：深度理解小微企业的金融需求、经营痛点及风险特征，结合AI技术发展趋势，设计并优化AI智能客户经理-百灵。
2、Agent评测：负责AI智能客户经理的评估体系设计、评估结论产出，提出有针对Agent各个环节的改进建议，提升大模型能力与应用效果；
3、搭建评测体系：设计大模型能力及应用效果的评估体系，搭建评测流程和功能；调研大模型行业最新评测研究和报告，结合实际应用场景，更新内部评测技术方案。
1、理工科背景，计算机或算法专业优先；
2、具备1-2年产品相关经验，包括AI、评测；
3、对LLM、AI Agent以及评测方法论有较好的理解；熟悉Benchmark、数据集以及标注相关流程；
3、学习能力强，好奇心强，具备优秀的跨团队协作与沟通能力。"
蚂蚁集团-广告政策平台产品经理-商业营销,AI,上海 / 杭州,2026-06-25T08:49:43.000+00:00,https://talent.antgroup.com/off-campus-position/260625010623043,"负责支付宝广告政策平台的产品设计与迭代。能驱动数据与AI，围绕政策上架、政策管理、政策核算、政策分析等板块，健全广告政策的产品体系，支撑广告政策业务的智能化管理与精细化运营。

1. 协同业务、政策管理、核算结算等相关方，负责政策管理模块的功能规划与需求分析，独立完成 PRD 编写、交互方案设计及验收交付，对所负责模块的交付质量和业务结果负责。
2. 设计政策上架流程，包括政策创建、规则配置、上下架管理及生效管控，提升政策上架效率与合规性，推动政策结构化能力建设。
3. 设计政策核算规则与结算对账流程，包括核算发起、政策对账确认、结算管理等环节，提升政策发放自动化率与对账效率。
4. 构建政策分析体系，设计政策使用看板、效果归因、政策关联分析等产品能力，为业务决策提供数据支撑。
5. 跟踪政策模块产品运营数据，定位政策产品卡点、政策执行偏差等问题并驱动产品迭代优化。
1.至少3年以上的互联网B端产品经验，有CRM、政策平台、品牌广告、广告投放等产品经验优先
2. 熟悉并掌握广告政策的核心产品逻辑，具备程序化广告的基础知识
3. 能独立完成需求调研、产品规划、项目推进；具备化繁为简的问题解决能力
4. 对数据敏感，善于分析数据，能高效协助业务解决实际问题
5. 自驱、负责，具备良好的协作与沟通能力，能在多线程的工作中合理管理进度并如期交付
6. 主动拥抱AI，推进政策平台的智能化建设，主动牵引业务发展"
蚂蚁集团-出行行业产品经理-出行酒旅,AI,杭州,2026-06-25T08:08:13.000+00:00,https://talent.antgroup.com/off-campus-position/260625010629468,"1、负责研究出行行业市场趋势、消费者行为及竞品分析，定义和搭建行业产品体系，为细分行业与品类提供定制化能力；
2、深度理解客户、行业、模式差异，基于行业观察和用户需求洞察，通过AI技术应用，不断探索和孵化具备差异性和符合业务特色的服务产品或策略，为业务规模性发展奠定先行基础；
3、模式探索，发掘符合行业特征的经营模式，并提供配套体系。
1、具有3年及以上互联网产品经验，有出行行业经验优先，有AI技术应用产品经验优先；
2、良好自驱力，责任心强，具备优秀的跨部门协作能力，在处理复杂多团队协同作业方面具备丰富经验；
3、能够推陈出新，对创新抱有持续热情，对最前沿的消费模式和行业有理解；
4、良好的抗压能力，坚持以结果为导向。"
网商银行-风控产品经理-贷中后方向,AI,杭州,2026-06-22T11:58:32.000+00:00,https://talent.antgroup.com/off-campus-position/260622010572882,"1、负责网商贷的贷中后产品规划、产品平台设计和搭建，包括还款批扣产品及协商还款产品，支持信用贷款/保证贷款/供应链贷款等不同金融产品；
2、洞察小微客群经营特点，持续优化贷中AI巡检及贷后AI催收产品、贷中后AI运营及磋商等产品。
1、本科以上学历，3年以上的贷中后产品及还款产品经验，能够为不同贷款产品设计针对性的贷中后产品方案，跟贷中后业务及风险管理有较好的合作经验；
2、具备良好的沟通协调能力，具有较强的业务sense、数据分析等综合基础能力。"
蚂蚁数字科技-数字科技线-AI产品经理（智能服务）,AI、Agent,杭州,2026-06-11T02:28:21.000+00:00,https://talent.antgroup.com/off-campus-position/26042009672084,"1. 深入行业(如互联网、物流等)，挖掘业务需求并设计行业专属智能体方案，并负责转化效果提升；
2. 负责与算法、工程团队、一线以及客户的连接工作，能够协调资源确保产品和业务目标达成；
3. 数据驱动效果提升：搭建指标体系、搭建评测标准&评测集、设计A/B实验并验证、有效评估问题分布及原因，持续推动优化并兑现业务价值；
4. 行业方案沉淀：总结行业智能体落地经验，提升同类场景的交付效率，形成行业标杆案例；
5. 输出产品路线图与阶段规划，持续跟踪全球客户服务行业与大模型技术趋势，提升产品前瞻性与竞争力。
1. 本科及以上学历，3年以上产品经理经验，有To B 产品经验者优先；熟悉客服平台/CRM/工单等企业服务产品，理解企业级产品的权限、流程、配置化等关键设计点；
2. 有AI相关的产品工作经验，熟悉大模型应用与工程化落地：Agent框架、主流大模型能力与边界、RAG/知识库、Prompt与Skill、评测方法等；
3. 出色的沟通能力，擅长团队协作，可以协同多方资源（含客户）推动产品的落地；
4. 出色的学习、分析和洞察能力，持续使用前沿的AI应用，能够将最新的最佳实践快速吸收并落地。"
网商银行-AI产品经理-杭州,AI,杭州,2026-06-10T07:43:36.000+00:00,https://talent.antgroup.com/off-campus-position/26042009686787,"职位描述：
1、负责 AI 对话产品的关键能力模块设计，深入理解目标用户群体的需求与痛点，推动 AI 咨询与办事服务的场景化落地；
2、将复杂业务场景抽象为 AI 可理解、可判断、可执行的决策模型与产品流程，实现""场景分析 → 需求识别 → 服务匹配""的完整闭环；
3、与算法、工程研发团队紧密合作，进行技术可行性评估，基于真实业务数据评估模型效果，推动产品持续演进与能力放量，对 AI 能力边界与产品形态形成独立判断。
1、本科及以上学历，2-6 年产品相关经验，至少 1 年专注于 AI 相关产品经验；
2、擅长用户洞察，能够从用户的调研，反馈，行为数据中发现用户痛点和需求，并以AI的方式解决；
3、具备将复杂用户问题拆解为""数据输入—行为特征—判断逻辑—决策输出—业务动作""的能力，不要求写模型，但理解训练数据、特征与标签对决策效果的影响；
4、具备较强的AI学习能力，能快速理解并应用大模型、规则引擎与模型协同、决策阈值、置信区间、灰度放量等关键 AI 工程化概念，并能与算法工程师进行有效产品层沟通。"
网商银行-AI资金产品经理-杭州,AI,杭州,2026-06-08T16:00:00.000+00:00,https://talent.antgroup.com/off-campus-position/26011508381332,"1、负责 AI 资金大脑关键能力模块的产品设计与落地，推动 AI 从资金分析升级为可执行的资金决策与自动化动作。
2、将企业真实资金与交易场景（收、付、调、融、控）抽象为 AI 可理解、可判断、可执行的决策模型与产品流程。
3、与算法、技术、风控团队协作，设计并落地 AI + 规则 + 人工协同的资金决策机制，并持续优化命中率、误判率与人工替代率。
4、基于真实业务数据评估 AI 决策效果，推动产品持续演进与能力放量，并对 AI 能力边界与产品形态形成独立判断。
本科及以上学历，2-6 年产品、技术、数据或 AI 相关经验，有 ToB、金融、支付、交易系统或风控经验优先。
1、理解 AI 在产品中的角色是参与判断与选择并触发真实业务动作，而不仅是问答、生成或分析展示。
2、具备将复杂业务问题拆解为“数据输入—行为特征—判断逻辑—决策输出—业务动作”的能力，不要求写模型，但理解训练数据、特征与标签对决策效果的影响。
3、具备较强的 AI 学习能力，能快速理解并应用大模型、规则引擎与模型协同、决策阈值、置信区间、灰度放量等关键 AI 工程化概念，并能与算法工程师进行有效产品层沟通。
4、关注 AI 决策是否真正落地执行并产生业务效果，为命中率、误判率、风险拦截与效率提升负责。
5、具备资金与金融场景下的风险与边界意识，理解 AI 决策需可回溯、可解释、可人工接管，并能在约束条件下推动产品前进。"
蚂蚁集团-文旅产品经理-出行酒旅,AI、Agent,杭州,2026-06-02T05:45:40.000+00:00,https://talent.antgroup.com/off-campus-position/260602010278254,"1、负责省政府文旅方向国家中试基地项目的产品全生命周期管理。负责将项目总体申报书、政府战略规划转化为清晰的产品路标、功能矩阵与技术实施方案，确保 3 年期项目高质高效履约。

2、深度挖掘文旅场景（如景区导览、文化传播、沉浸式演艺、政务文旅服务等）下的用户诉求。主导设计具备“人格化、高情商、强互动”的 AI Agent 解决方案，负责角色设定（Persona）、Prompt 调优、知识库构建及多模态交互流程设计。

3、紧密对接省政府、省文旅厅、国家级评审专家组以及项目联合体各方，精准捕捉政企客户诉求，平衡技术可行性与政府合规性，推动跨部门、跨组织的研发与交付。

4、负责项目阶段性成果的提炼，负责面向省政府主要领导的业务汇报材料、阶段性成果 、以及现场演示 Demo 的设计与串联，确保技术成果以极高的政治素养和业务价值完美呈现。
1、5 年以上互联网、AI 独角兽、或大型政企信息化集成商的产品管理经验，其中至少有 2 年以上完整的 B 端或 G 端大型项目交付经验。

2、必须具备大模型（LLM）相关产品的实际落地经验。熟练掌握至少一种主流 Agent 编排工具（如 Coze, Dify, LangChain 等），能够独立完成复杂工作流（Workflow）设计与 Prompt 工程。

3、文旅/情感赛道 Know-how： 具备文旅、泛娱乐、虚拟偶像、游戏 NPC 或情感陪伴类产品设计经验。对“如何通过 AI 触发用户情绪共鸣、如何塑造丰满的 AI 人格”有深刻的方法论沉淀或成功案例。

4、具备极强的结构化思维、文字功底与审美能力。能够独立产出逻辑严密、视觉过关的高级别政务汇报 PPT；口头表达能力强。

5、有过国家级、省级重点科研项目/示范基地项目从立项到结项全流程跟进经验者优先。熟悉本地大模型部署（如 Ollama / Qwen 等开源生态）及 Agent 性能调优，能与技术团队深度对话者优先。具备极强的抗压能力与政治敏感度，能适应 G 端项目周期性的高强度交付与汇报节奏。"
蚂蚁数字科技-数字科技线-AI客户经营产品经理,AI,杭州,2026-05-09T03:08:40.000+00:00,https://talent.antgroup.com/off-campus-position/26041609592618,"1. 负责客户洞察、产品洞察、经营策略、营销话术四大智能体产品的全生命周期管理，覆盖需求分析、功能定义、标品建设到商业化落地；
2. 深入理解银行、保险、证券等金融机构的客户经营需求，将业务经验转化为AI原生智能体产品能力，构建差异化竞争优势；
3. 具备智能体工作流编排能力，打通“客户洞察→产品洞察→经营策略→营销执行""全链路，实现从商机识别到营销触达的闭环；
4. 熟悉客户分群、流失预警、资产提升、推品策略等金融经营场景，能够将业务逻辑抽象为可复用的智能体能力模块；
5. 具备出色的跨部门协调能力，有效协同数据科学、算法工程、交付团队，推动产品从POC到规模化落地；
6. 关注生成式AI、多智能体协作等前沿技术趋势，探索智能体在长尾激活、价值提升等场景的创新应用。
1. 本科及以上学历，计算机、数学、统计学、金融等相关专业；
2. 七年以上AI产品或金融营销平台设计经验，有智能体产品落地经验者优先，有银行、保险、证券行业背景者优先；
3. 具备扎实的用户研究和产品设计能力，能够从客户痛点出发定义产品价值，有标品建设经验者优先；
4. 具备商业化思维和市场洞察力，能够洞察金融机构数字化转型需求，为产品发展提供有力支持；
5. 自我驱动、热爱创新，具备优秀的沟通协作能力和大局观意识。"
