岗位,命中关键词,地点,发布时间,URL,JD
商业私信产品经理（AI方向）-【生活服务】,AI,Beijing,2026-07-02 18:19:24,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/30143,"1、负责快手商业私信链路投广体验和效果优化，包含广告点击→私信进线→留资转化的漏斗效率，对SCVR和私信消耗指标负责；
2、主导AI能力在线索广告的落地应用，包括不限于商家知识库搭建及应用，咨询意图识别理解等；
3、联动业务团队定位客户问题，针对不同垂直行业预算特点设计差异化产品解决方案；
4、具备用户视角，能从平台、商家和用户多方视角。关注行业趋势，了解业界最佳实践，并能结合业务当前阶段制定解决方案。
1、本科及以上学历，3-5年产品经理经验，有线索广告、IM广告等相关产品经验；
2、有AI项目落地经验：主导或深度参与过AI能力在实际业务场景的产品化落地；
3、具备高度责任心，有良好的跨团队沟通能力，较强的学习能力和抗压能力。"
KwaiClaw 高级产品经理-【生活服务】,AI、Agent,Beijing,2026-07-02 15:22:05,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/31085,"1. 平台战略与产品规划：定义 KwaiClaw 平台的核心能力矩阵与竞争壁垒，制定中长期产品路线图。会用vibe coding优先；
2. 场景挖掘与价值验证：深入各业务线，识别高 ROI 的 AI Agent 应用场景，主导 MVP 设计与快速验证；
3. 技能生态与开放体系：设计技能发现、创建、评审、分发与迭代的完整闭环机制，推动技能供给从""平台集中开发""走向""业务自助共建""，降低创建门槛，提升供给质量；
4. 增长与 Adoption：负责平台渗透率、活跃度、任务完成率等北极星指标，数据驱动产品优化，打通从""可用→好用→离不开""的完整路径；
5. 跨团队协作与资源拉通：协调算法、工程、设计及各业务方资源，推动平台能力接入与场景落地，建立产品反馈闭环与优先级仲裁机制，持续校准方向，向上管理产品节奏预期，向下拆解目标为可执行里程碑。
1、3年以上产品经理经验，2年以上平台型/工具型产品经验，有 AI/Agent/开发者平台相关背景优先；
2、熟悉大模型能力边界与典型应用模式（对话、工具调用、Agent 编排、多模态交互等），能判断技术可行性与产品化节奏；
3、有从 0到1 或从 1到10 的完整产品主导经验，不只是执行，能定义方向；
4、强结构化思维与跨团队推动力，能在多利益方环境下建立共识、推进决策；
5、数据敏感，善于从使用数据中发现问题、提炼洞察、验证假设，优秀的文档与表达能力，能清晰传递产品愿景与优先级逻辑。"
AI 数据产品经理（运营方向）-【主站】,AI、Agent,Beijing,2026-07-02 10:34:00,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/31401,"1、数据需求承接与落地：深入运营业务，理解运营工作的核心诉求与业务运作逻辑，提炼并对接数据需求；协调业务方与数据研发团队，通过工具与流程保障数据供应及时、准确，服务于运营决策；
2、AI 工具落地与提效： 结合运营工作场景，推动 AI 在数据分析、自动报表、异动归因、内容洞察等方向的落地；抽象数据分析需求形成数据产品，将重复性数据工作产品化、自动化，让运营更聚焦在判断与决策上；
3、跨团队协同推进： 对接业务方、数仓、前后端、算法等多团队，明确目标与排期，解决跨部门协作卡点，保障项目高质量落地；持续跟踪上线效果，沉淀通用数据解决方案并推进产品化。
1、本科及以上学历，统计、数学、计算机相关专业优先；2~4 年数据产品、数据分析或相关产品工作经验；
2、良好的数据敏感度，熟练使用 SQL，能独立完成取数、数据核对与基础归因分析经验；
3、能深刻理解业务，对内容运营业务有基本认知，能理解运营工作场景与诉求，有与业务部门对接设计过业务型数据产品相关工作经验者优先；
4、熟悉常见 AI 工具，日常有高频使用习惯，了解 LLM、Agent、RAG 等基础概念；有通过 Agent 应用提升数据分析全链路决策效率的实操经验者优先；
5、自我驱动，有 Owner 意识，交付能力强，结果导向；跨团队与部门沟通能力强，面对复杂情况能够独立拆解并推进落地。"
AI数据产品经理-【电商】,AI、Agent,Hangzhou,2026-06-30 13:06:09,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/30395,"1、定义电商场景垂直模型的评估基准，让“模型好不好”从主观判断变成可量化、可回溯、可对比的工程问题；
2、数据飞轮的闭环设计：从线上真实流量→问题挖掘→标注/合成→训练反馈→效果回归，全链路的产品化设计。核心是飞轮的转速——每一轮迭代从发现问题到上线修复的周期；
3、数据基础设施的产品定义：与工程团队共同定义数据平台能力（标注工具、数据版本管理、质量监控、合成数据pipeline等），让算法同学专注于建模本身，而不是在数据工程上消耗精力；
4、跨方向的数据策略协同：在天目电商垂直方向和LangBridge Studio通用基础设施之间，沉淀可复用的数据方法论，避免重复造轮子。
1、3-5年产品经理经验，其中至少1-2年在AI/LLM相关方向（大模型预训练/后训练/RAG/Agent任一方向均可）；
2、对LLM的能力边界、典型失败模式、评估方法论有真实的一手理解，不是只看过论文摘要；
3、对数据质量、标注体系、评估基准的设计有过端到端的操盘经验；
4、算法sense：能和算法同学在badcase分析、数据分布、训练效果归因上平等对话，听得懂也问得出关键问题；
5、工程sense：能定义清晰的数据pipeline、标注工具需求、质量监控指标，理解工程同学在意的抽象边界与交付契约；
6、业务sense：能从电商业务的真实场景反推数据需求优先级，而不是只做通用的“好数据”；
7、有“飞轮意识”：理解一次性做对很难，但让系统每一轮都比上一轮好很重要。

加分项
1、有电商、内容理解、多模态相关业务经验；
2、参与过大模型从0到1的数据体系搭建；
3、对Anthropic、OpenAI等前沿团队的评估方法论（如HELM、MT-Bench、Constitutional AI的偏好数据等）有研究和观点。"
AI智能客服产品经理 - 【用户体验】,AI、Agent,Beijing,2026-06-30 12:04:54,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/30831,"1、负责垂直业务线的客服系统产品设计与迭代，推动业务流程重构与效率提升；
2、抽象业务流程，定义Agent、所需Skill和工具，推动落地；
3、与运营、研发协同，完成从需求到上线的全流程工作，对产品效果负责。
1、本科及以上学历，1-3年B端产品经验；
2、具备大模型应用能力，能独立调优Prompt，理解Agent实现逻辑；
3、学习能力强、执行力强，具备良好的跨团队协同与自驱力；
加分项：
1、有客服系统、工单系统、风控或安全舆情相关产品或业务背景优先；
2、有抽象复杂业务场景、设计服务工具或服务流程的经验优先。"
社区产品经理（可灵AI专项）,AI,Beijing,2026-06-29 15:25:20,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/26848,"1、负责可灵app/web端的内容推荐，通过内容策略和分发效率的优化，提升用户体验并带动创作者创作和活跃；
2、深入理解AIGC内容和国内外行业趋势，具备在AI内容场景下的内容选择和判断力，以及对创作者行为和动机的洞察；
3、针对国内、海外的差异化创作者和内容生态，进行策略的适配及本地化；
4、与相关技术团队、社区运营团队、创作工具团队等高效合作，共同推动社区规模和创作规模增长，并可以反向梳理创作趋势并输出；
5、搭建创作者激励与成长体系，打通从新手到优质创作者的成长路径，持续为平台培养和沉淀更多优质创作者。
1、本科及以上学历，3年以上社区推荐/创作者生态相关产品经验，有AI相关经历优先；
2、对AI和大模型有充分的兴趣和爱好，愿意投身其中和持续学习；
3、具备较强的逻辑思维与沟通表达能力，善于协调资源，具备良好的推动能力和总结复盘能力；
4、积极乐观，具备创业精神与探索意识，愿意与团队及业务共同成长。"
海外商业产品经理（AIGC）-【KSIB】,AI,Beijing,2026-06-26 15:56:05,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/31336,"1、负责海外商业化内容AIGC的规划和设计，从内容理解、内容生产、流量匹配等多个方向探索和做功，包括但不限于脚本生成、文生图片、图生视频、文生视频等方向；
2、对AIGC技术及 AIGC领域保持浓厚兴趣，积极探索将其融入产品的可能性，设计和实施创新的AIGC解决方案；
3、与研发团队紧密合作，拆解复杂设计需求，梳理目标、路径与优先级，能独立推进项目从立项到交付的完整流程。
1、计算机科学、人工智能或相关领域的专业背景优先，希望你深入理解NLP、深度学习等技术框架和算法原理；

2、2年以上互联网经验，有产品或广告素材相关领域从业经验优先；

3、具备出色的市场分析和产品规划能力，能根据市场需求制定有效的商业策略；

4、优秀的团队协作和项目管理能力，能够利用AI工具提效，在多部门间有效沟通并推动项目进度，优先考虑成功实施前沿技术产品或商业化AIGC产品的经验者。"
高级数据产品经理-【可灵AI专项】,AI、Agent,Beijing,2026-06-24 16:03:38,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/30556,"1、负责可灵AI业务面向分析、实验、训练的数据产品工作，对影响数据结果产出的全链路提出规划性建设意见和检验标准，构建指标体系、埋点、监控看板，建设数据工具和流程，提升可灵在分析、实验、训练的用数效率；
2、对接埋点需求，跟进埋点全流程，交付结果，推进埋点质量相关建设，辅助优化数据采集和埋点方案；
3、将数据需求抽象为库表需求，与数据开发进行数据仓库模型设计、库表验收，并进行数据字典建设与维护；
4、负责收集和挖掘具有AIGC行业解决方案的数据需求，协调数据分析师和数据开发团队完成需求，根据业务需要协助制定数据运营策略，规划和完善数据平台；
5、抽象数据分析需求，形成数据产品，通过数据描绘出整个业务流程、用户行为和重点环节的转化，帮助业务方更深刻的理解、使用和运营数据。
1、硕士学历，3年以上数据产品、分析工作经验，统计、数学、计算机相关专业优先；
2、熟悉海量数据的埋点、表设计、看板制作，有AI相关经验者优先；
3、熟练使用SQL，熟悉数据仓库，能够从业务需求抽象库表，熟悉业内埋点方案的使用场景，参与制定过产品埋点方案及规范设计；
4、良好的数据敏感度，了解大数据相关基础知识，熟悉常见的数据分析和处理方法，善于沉淀通用方案并推进产品化落地，日常善于利用AI工具为数据工作提效，有Agent落地经验的同学优先；
5、自我驱动，有Owner意识，交付能力强，面对复杂情况能够独立工作，结果导向，跨团队与部门的沟通能力强，有较强的团队协作意识和能力。"
AI Infra 成本运营产品经理-【可灵AI专项】,AI,Beijing / Shanghai,2026-06-24 14:20:28,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/30981,"1、理解业务模式与技术架构，制定成本采集方案，执行滚动预测与异动归因分析，识别成本风险并提前预警；
2、监控 GPU 算力、存储、网络等基础设施资源的利用率与水位，持续关注研发提效策略，针对性调整运营手段和优化策略；
3、基于业务发展预期和现有资源水位，制定中长期资源规划方案（容量预测、扩缩容节奏、采购策略）；
4、评估采购需求，统筹云资源、硬件采购方案，从成本、供应稳定性、技术适配性等多维度为架构决策和资源规划提供数据支撑；
5、定期与业务部门、财务、采购等部门对接，评估资源容量需求并进行合理规划；
6、与各部门高频对接，收集使用反馈，持续优化产品体验和数据可视化。
1、本科及以上学历，计算机、软件工程、信息管理等相关专业优先；
2、1-3年工作经验，有数据分析、产品运营、技术运营、或采购管理相关背景；
3、对基础设施到上层模型的链路成本有一定认知——理解物理机折旧、机房电力带宽、云资源弹性计费如何传导为算力成本，算力成本如何传导为训练/推理成本，识别链路中每一层的成本驱动因素与效率杠杆点；
4、数据处理与分析能力扎实，熟练使用 BI 工具和 SQL 进行数据提取、分析与可视化呈现；
5、逻辑清晰，善于从复杂数据中提炼规律和结论；
6、跨部门沟通协调能力强，能推动多方协作落地；
7、有以下经验者优先：
1）有研发成本预算编制、资源运营、或采购项目管理实操经验；
2）了解 GPU 算力调度、存储容量规划、或供应商管理的基本原理。"
AI 标注平台产品经理（可灵AI专项）,AI,Beijing,2026-06-23 15:14:44,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/31280,"1、标注产品规划与设计：负责数据标注平台的产品规划与功能设计，为模型迭代提供高质量、高效率的数据生产工具；
2、复杂业务规则拆解：深入理解视频/图像大模型算法需求，将抽象、复杂的业务逻辑与标注规范，精准拆解为一线标注人员可理解、可执行的标准化SOP与系统操作流程；
3、标注体验与效率优化：主导标注工具的用户体验设计，通过交互优化、快捷键设计、智能预标注（AI辅助）等手段，降低认知负荷，提升标注准确率与产能；
4、数据质量与闭环管理：建立并完善数据质量检验机制，确保交付数据满足模型训练标准；跟踪标注数据在模型训练中的反馈，持续迭代标注策略；
5、跨部门协同与项目管理：作为核心枢纽，紧密联动算法工程师、数据及标注团队，把控项目进度，解决数据生产过程中的突发问题与长尾Bad Case。
1、经验背景：本科及以上学历，有B端产品或数据平台产品经理经验，有AI数据标注平台、内容审核系统或视频处理工具产品经验者优先；
2、核心能力：具备极强的逻辑思维与业务抽象能力，擅长将非标准化的复杂需求转化为结构化的产品方案与可落地的执行流程；
3、体验设计：对B端用户体验有深刻理解，独立完成从需求调研、原型设计到交互细节打磨的全流程。
加分项：
1、有视频生成、视频多模态理解等垂直大模型方向的数据标注经验；
2、AI辅助工具经验：有设计“人机协同”标注工作流的实战经验；
3、技术理解力：了解视频基本原理，能直接与算法团队进行需求对话。"
可灵AI B端产品经理,AI,Beijing,2026-06-18 11:32:13,https://zhaopin.kuaishou.cn/recruit/e/#/official/social/job-info/25696,"1、市场洞察与需求分析：
● 通过调研和用户沟通，分析产品实际使用情况，洞察用户场景和需求，挖掘用户价值和痛点；
● 通过市场和竞对分析，洞察市场和技术发展趋势，分析对比行业产品能力。
2.、产品规划和设计：
● 负责API和开放平台相关的功能设计和迭代优化；
● 深入理解开发者需求，设计易用、高效、安全的API产品和平台功能，提升开发者体验；
● 关注用户使用体验，合理安排产品需求优先级，推动产品改进、新产品或功能孵化，提升产品易用性，优化产品稳定性、安全性、性能和成本。
3、跨团队协作：
● 协同研发团队完成产品的开发、测试、上线各环节，完成产品按期交付，达到预期效果；
● 配合市场和运营团队，完成产品宣发和客户运营，维护客户体验。
1、3-5年产品经验；
2、理解平台型产品的基础技术栈和工具（API, SDK等），能与研发团队高效沟通和协作；
3、具备一定的英语阅读和写作能力；
4、有技术背景和B端产品从业经验优先；
5、有AI产品从业经验优先。"
